제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
이거 뭐냐?,[일반],- dc official App,"ㅇㅇ(59.26) 2020.08.03 04:02:42
조회 210 추천 0 댓글 0",추천 0,조회 210,2020.08.03 04:02:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1400&page=27
여기 왜 갑자기 망갤됨?,[일반],"조회수 씹 떡락했네
- dc official App","ㅇㅇ(59.26) 2020.08.03 04:01:51
조회 241 추천 0 댓글 1",추천 0,조회 241,2020.08.03 04:01:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1399&page=27
고3 노베 동붕이 공부계획 평가좀,[일반],"국어 / 디씨에서 매일 키배뜨기

확통 / 긁는복권 하루에 10만원씩 배팅

미2 / 수학도둑 3회독

기벡 / 벡터맨 다운받아 보기

생1 / 우에하라아이 신작 감상

지1 / 말파이트 매일 플레이하기

한국사 / 일간베스트 정치게시판





- dc official App","ㅇㅇ(175.119) 2020.08.03 01:28:55
조회 324 추천 4 댓글 6",추천 4,조회 324,2020.08.03 01:28:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1398&page=27
10초후에 야짤,[일반],,"우르곳 장인 최진범(222.117) 2020.08.02 22:46:05
조회 491 추천 14 댓글 0",추천 14,조회 491,2020.08.02 22:46:05,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1397&page=27
나는 언제 여자를 만날 수 있을까,[일반],"""야 옵치 켜라""
나보고 하는 말이 아니다 -이제 시험도 끝나니 놀고 싶은 모양이군- 단체 톡방의 친구들에게 하는 말은 언뜻 자기고백 같다.
정말 나도 긴장이 풀린 지 오래다. 그럼 간만에 확인해볼까. 카톡 친구 목록 맨위, 생일인 친구 둘. 선물을 줄 만큼 친한 것도 아닌데, 괜히 압박감이 들어 재빨리 넘긴다.
'참 김씨는 많기도 하지'
당연한 사실을 새삼 깨달으며 손기름을 공연히 낭비한다. 그러다 낯선 프로필 사진이 눈을 끈다.
그렇구나. 동급생 A군의 프로필이었다. 하마터면 못 알아볼 뻔했는데, 사진이 여자였기 때문이었다. 물론 그 여자는 A의 여자친구였다.

씨이발

아. 부모님이 내 욕을 듣고 말았다. 누나가 힘껏 째려보며 눈치를 줬다. 내 목소리가 얼마나 큰지 나만 몰랐던 것이다.
이는 어쩌면 당연한 일이다. 음속보다 광속이 빠르다. 비교하자면 지렁이 같이 기어가는 내 목소리보다, 스마트폰이 발산하는 빛-A 여친의 얼굴-이 먼저 보이는 것 말이다.

손기름은 점점 말라갔다. 생각해보니 여자와 연락한 지 얼마나 됐던가? 사흘? 세 달? 아니, 이를 측량하는 데 달(moon)을 쓰는 건 재앙 같은 일이다. 그래, 한 1년이 넘은 거 같다.

그것에 핑계를 대자면 뭇 여성의 말대로 5조 5억 개도 댈 수 있다. 그렇지만 그렇게 하면 나의 침이 다 마를지 모른다. 그리고 이런 가슴 아픈 날엔 어찌할 도리 없이 체액을 낭비하게 될텐데, 그럼 침, 체액, 손기름이 다 말라버리고 몸져누울지도 모른다.

그래서 난 이유를 대기보다는 상황을 극복하기로 했다. 과거 B군과 그의 여자사람친구(사실 여사친보다는 B를 호구로 보고 등쳐먹는 골빈 년들에 가까웠지만)들과 놀던 기억이 생각나, 바로 B에게 톡을 보냈다.

'야 니 xx이랑 아직도 노냐?'
'왜 걔랑 잘 안 노는데'
'? 뭔소리냐'
'걔 oo이 여친 친구였잖아 oo이랑 연 끊어서 같이 놀기도 뭐해 xx랑 놀면 oo 여친도 불러야 되는데'

하... 말줄임표가 아닌 마침표를 썼다고 뭐라 하지 마시라. 마침표를 한 번 누를때마다 수많은 이들의 삶을 끝낸 협곡을 지나간 것 같았다.

'나는 언제 여자를 만날 수 있을까?'

사실 여자보단 보지를 원한 지 오래됐다. 여자를 본 지 너무 오래된 나머지, 진짜 여자가 아닌 그 부분에 불과한 보지에 집착하기 시작한 것이다.

'보지 빨고 싶다'

첫번째 독백이 두번째 독백으로 바뀐 걸 그 누가 퇴행이라 할 수 있으리요. 전자는 그 해결책과 이를 이행하길 강제하지만, 보통 후자는 나의 체액을 가져가고 쾌락을 선물해줄 텐데.

결국 오늘도 하루의 마무리는 평소와 같다.

'po.. r...n... 어 왜 안 들어가지지? 아 vpn 안 켰구나... hot teen...korean.......................'","ㅇㅇ(223.62) 2020.08.02 20:12:21
조회 276 추천 5 댓글 2",추천 5,조회 276,2020.08.02 20:12:21,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1395&page=27
내일 수학,[일반],많이 어려울려나,"ㅇㅇ(121.136) 2020.08.02 19:27:32
조회 185 추천 0 댓글 1",추천 0,조회 185,2020.08.02 19:27:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1393&page=27
2학년수학예언한다,[일반],"군수열나올거니까 지금이라도공부해라 ㅇㅇ
- dc official App","ㅇㅇ(182.224) 2020.08.02 01:15:45
조회 393 추천 0 댓글 5",추천 0,조회 393,2020.08.02 01:15:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1392&page=27
나는 개병신입니다,[일반],지금까지 틀린거 중에 7~80퍼가 문제 잘못봐서 틀린 나는 개병신입니다,"ㅇㅇㅇ(125.130) 2020.07.31 13:54:07
조회 178 추천 0 댓글 2",추천 0,조회 178,2020.07.31 13:54:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1388&page=27
"""학력은...?""",[일반],"고졸






""풉...그럼 직업은?""


















대통령","ㅇㅇ(1.238) 2020.07.31 02:13:01
조회 247 추천 0 댓글 2",추천 0,조회 247,2020.07.31 02:13:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1387&page=27
문학59점 운지장소추천받는다,[일반],"씨발
- dc official App","ㅇㅇ(117.111) 2020.07.31 00:19:44
조회 279 추천 0 댓글 3",추천 0,조회 279,2020.07.31 00:19:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1386&page=27
너 자신을 알라,[일반],"안녕하세요 동원고 문크라테스입니다. ^^

예 이번 문학 시험 개인적으로 아쉬웠습니다.

3번 5번 13번 20번 틀렸는데

3번 5번 아쉽습니다.. 충분히 맞출 수 있는 문제인데..

다음번에 또 뵙겠습니다.

-문크라테스-","ㅇㅇ(117.111) 2020.07.31 00:09:42
조회 216 추천 1 댓글 2",추천 1,조회 216,2020.07.31 00:09:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1385&page=27
1학년 수학 100점 맞은 사람 있긴 하냐?,[일반],"우리 반에는 아무도 없던데

아니 애초에 90 넘는 놈이 10명은 되려나?","ㅇㅇ(125.178) 2020.07.30 23:35:11
조회 396 추천 0 댓글 4",추천 0,조회 396,2020.07.30 23:35:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1383&page=27
2학년 문학 50점 몇등급예상?,[일반],- dc official App,"애국보수동붕이 2020.07.30 18:16:02
조회 313 추천 0 댓글 2",추천 0,조회 313,2020.07.30 18:16:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1381&page=27
수학 시험 본 1학년 동붕이들이 가장 먼저 해야할 일,[일반],- dc official App,"ㅇㅇ(116.123) 2020.07.30 13:34:38
조회 556 추천 9 댓글 0",추천 9,조회 556,2020.07.30 13:34:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1380&page=27
이번 1학년수학 1등급컷 어느정도일거같음?,[일반],ㅈㄴ 어려웟다는데 몇점정도?,"ㅇㅇ(180.70) 2020.07.30 13:22:55
조회 298 추천 0 댓글 1",추천 0,조회 298,2020.07.30 13:22:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1379&page=27
동아시아사 100점있냐?,[일반],"ㅈㄱㄴ
- dc official App","ㅇㅇ(175.119) 2020.07.30 13:20:09
조회 166 추천 0 댓글 1",추천 0,조회 166,2020.07.30 13:20:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1378&page=27
"2학년 2차지필 범위,일정",[일반],"근데 지금알아서 뭐하게?
- dc official App","애국보수동붕이 2020.07.29 20:51:13
조회 197 추천 0 댓글 1",추천 0,조회 197,2020.07.29 20:51:13,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1375&page=27
오늘 급식이 좋았음?,[일반],"파스타는 존나딱딱하고 립은 쪽갈비마냥 뜯어먹기 힘들던데
- dc official App","애국보수동붕이 2020.07.28 20:33:25
조회 186 추천 1 댓글 1",추천 1,조회 186,2020.07.28 20:33:25,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1369&page=27
*동원의 미식가* 7/28일자,[일반],"'동원의 미식가'는 어제 7/27일자 급식 리뷰를 하신 '사진찍는사람'님과 교대로 연재할 예정입니다.


1
이미지 순서 ON
금일 급식은 구성 자체가 맛이 없을 수가 없기에, 저를 포함한 많은 학우들이 기대했습니다.

종이 치자, 필자는 기대를 품고 급식실로 달려갔습니다.


2
3
전체적인 급식 사진입니다.

메인은 해물 투움바 파스타, 립바비큐이며, 이외에는 페스츄리와 메시드 포테이토, 피클이 있습니다.

파스타는 역시 소스와 면을 따로 배식하는 방식이었습니다. 소스는 스프처럼 묽은 편이었고, 오일과 크림 베이스였습니다. 면은 꽤나 불어서 딱딱 끊어지는 질감이었네요. 밀가루맛도 많이 나서 칼국수면 먹는 느낌...  그래도 새우를 많이 넣어서 좋았습니다.

립바비큐는 그냥 상상한 대로 평범한 맛이었습니다. 살도 적당히 붙었고, 소스도 양호했네요.

다음은 페스츄리입니다.


4
5
밑에 컵이 있길래 뭔가 했는데, 밑에 걸죽한 크림 스프가 있었네요. 페스츄리의 버터향과 잘 어울렸습니다.
개인적으로 가장 마음에 들었던 메뉴입니다.

메시드 포테이토는 삶은 감자와 마요네즈를 섞은 전형적인 맛이었습니다.

피클은 제가 오이를 상당히 혐오하기에 먹지 않았습니다.


총평: 조금 어설프지만 다른 어느때보다 훌륭했던 양식.
평점 8/10

필자는 평소 동원고 급식에 대해 불만을 가져왔고, 디시에 비판글도 많이 적어왔지만, 오늘 급식은 정말 훌륭했습니다. 앞으로도 이렇게 신경을 좀 써줬으면 좋겠네요.

여러분들은 오늘 급식, 어땠나요?

이상 '동원의 미식가' 였습니다.
- dc official App","34기의미래 2020.07.28 13:25:41
조회 666 추천 8 댓글 6",추천 8,조회 666,2020.07.28 13:25:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1367&page=27
정자동 중심상가에 수학학원 추천좀,[일반],"친구가 314에 잘하는 놈 많다고 오라는데 거기 괜찮노?
아니면 다른데 좋은데 있냐","ㅇㅇ(106.249) 2020.07.28 11:58:38
조회 436 추천 0 댓글 5",추천 0,조회 436,2020.07.28 11:58:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1366&page=27
3학년중에 할거 없는 동붕아,[일반],매일 급식 사진좀 올려줄 사람있냐 뭐나올지 존나 흥미진진함ㅋㅋㅋ,"ㅇㅇ(116.123) 2020.07.28 00:36:29
조회 148 추천 0 댓글 0",추천 0,조회 148,2020.07.28 00:36:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1363&page=27
동원은 급식 잘 안나옴?,[일반],"이시국에만 그런거냐?

정 안되면 참치라도 주지","노맨스스카이 2020.07.27 22:34:12
조회 137 추천 0 댓글 1",추천 0,조회 137,2020.07.27 22:34:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1361&page=27
수갤 터진거 이거때문 아니냐?,[일반],"https://namu.wiki/w/%EB%94%94%EC%8B%9C%EC%9D%B8%EC%82%AC%EC%9D%B4%EB%93%9C%20%EB%A7%88%EC%9D%B4%EB%84%88%20%EA%B0%A4%EB%9F%AC%EB%A6%AC%20%EC%97%B0%EC%87%84%20%ED%8F%90%EC%87%84%20%EB%85%BC%EB%9E%80

씹덕갤이라 터진거임
- dc official App","ㅇㅇ(210.99) 2020.07.27 13:27:50
조회 265 추천 0 댓글 1",추천 0,조회 265,2020.07.27 13:27:50,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1359&page=27
속보)오늘 급식,[일반],"'레몬'
- dc official App","dualSkewer 2020.07.27 07:54:24
조회 190 추천 0 댓글 0",추천 0,조회 190,2020.07.27 07:54:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1358&page=27
동우여고 주딱 여기 소속임?,[일반],ㅃㄹ 누가 선생님갖고 또 장난치니까 삭제좀 해주셈 ptsd오네,"ㅇㅇ(223.38) 2020.07.25 12:08:44
조회 271 추천 2 댓글 0",추천 2,조회 271,2020.07.25 12:08:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1356&page=27
동원고 2학기 등교 중지되서 전학년 온라인이라는데,[일반],"이거 진짜냐? 아는사람 이야기좀
- dc official App","ㅇㅇ(211.36) 2020.07.25 11:46:38
조회 428 추천 1 댓글 8",추천 1,조회 428,2020.07.25 11:46:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1355&page=27
동원고님들 합의봅시다,[일반],동마갤 터지면 동원이 동우갤로 피신하고 저희는 수원여고갤러리로 가겠습니다,"ㅇㅇ(223.38) 2020.07.25 10:40:07
조회 232 추천 0 댓글 2",추천 0,조회 232,2020.07.25 10:40:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1354&page=27
dongwonap 비밀번호,[일반],dongwonh523,"ㅇㅇ(211.114) 2020.07.24 15:26:27
조회 530 추천 12 댓글 1",추천 12,조회 530,2020.07.24 15:26:27,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1353&page=27
급식 수준 씨발 실화냐?,[일반],퀄리티는 그냥 짬밥처리 수준에다가 튀김은 없다고 안 준다 ㅋㅋ 씨발 횡령하는것도 아니고,"나이트 2020.07.24 13:15:23
조회 346 추천 3 댓글 5",추천 3,조회 346,2020.07.24 13:15:23,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1351&page=27
동원고 금일 급식,[후기],"ㄹㅇ루다가 동우여고가 먹고 남긴거 쓰까먹으라는거냐
- dc official App","11(211.114) 2020.07.23 13:05:48
조회 554 추천 2 댓글 7",추천 2,조회 554,2020.07.23 13:05:48,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1348&page=27
**** 陸軍 3士官學校 (3士) ****,[일반],"1
이미지 순서 ON

2

3


경기도 파주의 한 중학교에서 근무하던 기간제 국어 선생님이 육군3사관학교(이하 3사교) 사관생도가 된다. 22일, 3사교에서는 사관생도 56기 529명(여생도 53명 포함)이 입학식을 갖고 정예장교가 되기 위한 힘찬 첫 걸음을 내딛는다.

◦입학생도 중 박윤미(만24세, 女) 생도는 사관생도가 되기 위해 오랫동안 꿈꿔온 교사의 꿈을 뒤로하고 3사교에 입교했다. 박 생도는 대학졸업 후 2017년부터 9월부터 2018년 8월까지 1년간 기간제 교사로 근무하며 임용시험을 준비하고 있었다. 학생을 가르치는 선생님이 되기 위해 노력해왔던 박 생도는 육군 지상작전사령부에서 현역 중사로 근무하는 오빠의 모습을 보며 직업군인을 동경하게 됐다. 많은 고민 끝에 교사로 근무 중이던 2018년 4월, 3사교에 지원했고 6월에 1차 합격 통보를 받았다. 이후 기간제 교사 연장과 임용고시 준비를 뒤로하고 생도가 되기로 결심하고 7월에 교사를 그만두게 됐다

◦박윤미 생도는 “나라를 사랑하는 마음으로 정신적 가치를 추구하는 현역 군인인 오빠, 그리고 목회자인 아버지의 삶을 보면서 직업군인이 교사만큼이나 명예롭고 보람된 일이라는 확신을 갖게 되어 3사교에 지원했다”고 밝혔다. 또 “속과 겉이 단단한 사람이 되어 부하들이 믿고 따를 수 있는 당찬 장교가 되겠다”고 입학소감을 밝혔다.

◦박 생도 외에도 이색경력을 소유한 생도들이 많다. 박다애(24세, 女) 생도는 장교가 되기 위해 학군장교 선발 응시에 4번, 3사교에 3번이나 도전했지만 번번이 실패했었다. 7전 8기의 정신으로 재도전하여 56기 생도로 입교하는데 성공했다.

◦조규호(22세)·류동혁(23세) 생도는 3사 21기·31기로 임관한 현역 장교인 아버지의 대를 이어 장교의 길을 택했으며, 안형준(20세)․유승훈(20세) 생도는 3사 55기로 재학 중인 친형의 뒤를 이어 입학해 형제가 함께 사관생도의 길을 걷게 됐다.

◦정기훈(23세) 생도는 미국 Greenriver College, 이승준(24세) 생도는 인도 Universitas Pelita Harapan에서 유학 중에 조국에 헌신하고자 3사교에 입학했다.

◦이날 학교 충성연병장에서 열리는 입학식에는 학부모, 가족, 친지 등 4,000여 명이 참석해 입학생도들에게 축하와 격려를 보낸다. 행사는 국민의례, 입학신고, 선서, 학년장 수여, 학교장 축사, 입교생도 및 부모님 소감 낭독, 분열 순으로 진행된다.

◦혹한의 날씨가 계속되던 지난 1월에 입교한 56기 사관생도들은 5주간의 충성기초훈련을 통해 육체적․정신적 한계를 극복하고 정식 사관생도로서 부모님과 친지들 앞에 당당히 서게 된다. 군인정신과 전투기술을 숙달하는 충성기초훈련은 민간인에서 군인으로 거듭나는 과정으로 그 어떤 훈련보다 어려운 것으로 알려져 있다.

◦이날 행사의 하이라이트인 분열에서는 입교 전의 모습과 달리 늠름하고 씩씩한 모습으로 행진하는 생도들의 모습을 볼 수 있을 것으로 기대된다.

◦황대일(소장) 학교장은 축사를 통해 “혹한의 추위 속에서 힘든 훈련과정을 성공적으로 마치고 오늘 이 자리에 사관생도로 당당히 선 여러분이 자랑스럽다”며, “국가와 군이 요구하는 올바르고 유능하며, 헌신하는 정예장교로 거듭나길 바란다”고 당부할 예정이다.

◦사관생도들은 앞으로 2년 동안 전공과목과 군사학을 이수하고 졸업시 군사학과 일반학위를 동시에 취득하게 된다. 사관생도로서 패기, 엄격한 자기관리를 통해 올바른 인성과 가치관을 확립해 ‘무적의 전사공동체’를 이끌 정예장교로 성장하게 된다.




박윤미 생도 교사시절




주요 입학생도 소개




‣장교가 되기 위해 교사 직업을 포기하고 입학


•가족사항
- 양친, 1남 1여 중 장녀 * 오빠 : 박지용 중사(지상작전 사령부)
•출신지역
- 경기도 동두천시
•학 력
- 상명대학교 국어교육과
•특이사항
- 중학교 교사생활을 그만두고 3사관학교에 입학
박윤미(만24세)
-1훈육대 -
•지원동기
- 군인의 삶이 교사의 삶보다 더 명예롭고 보람된 일이라는 확신으로 지원.


‣7전 8기 도전 끝에 사관생도로 입학


•가족사항
- 양친, 3녀 중 장녀
•출신지역
- 서울특별시 구로구
•학 력
- 백석대학교 국어국문학
•특이사항
- 학군장교 선발 응시 4번, 3사교 선발 응시 3번 도전의 고배 끝에 합격
박다애(만24세)
-1훈육대 -
•지원동기
- 누군가를 지도하고 올바른 길로 이끌어주는 일에 매력을 느껴 지원.


‣아버지에 이어 입학


•가족사항
- 양친, 2남 중 장남
•출신지역
- 경기도 용인시
•학 력
- 조선대학교 환경공학과
•특이사항
- 부친 : 지상작전사령부 조태환 대령
조규호(만22세)
-2훈육대 -
•지원동기
- 나의 장점은 키우고 단점은 보완하고 싶어 지원.



•가족사항
- 양친, 1남 1녀 중 장남
•출신지역
- 전남 여수시
•학 력
- 전남대학교 해양경찰학과
•특이사항
- 부친 : 육군3사관학교 류광현 중령
류동혁(만23세)
-4훈육대 -
•지원동기
- 당당한 리더가 되고 싶어 지원.



‣형에 이어 입학


•가족사항
- 양친, 2남 중 차남
•출신지역
- 경기도 포천시
•학 력
- 국립한국교통대학교 토목공학과
•특이사항
- 55기 안상범 생도인 형에 이어 입교
안형준(만20세)
-2훈육대 -
•지원동기
- 조국이란 삶의 터전에서 장차 군을 이끄는 장교가 되기 위해 지원.



•가족사항
- 양친, 2남 중 차남
•출신지역
- 대전광역시
•학 력
- 한밭대학교 일본어과
•특이사항
- 55기 유동제 생도인 형에 이어 입교
유승훈(만20세)
-4훈육대 -
•지원동기
- 형을 통해서 사관생도의 멋과 조국에 헌신하는 장교의 삶을 동경하게 되어 지원함.


‣외국대학 유학 중 입교


•가족사항
- 양친, 1남 1녀 중 장남
•출신지역
- 전라남도 목포시
•학 력
- Greenriver College (미국)
•특이사항
- 외국유학 중 3사관학교에 지원/입교
정기훈(만23세)
-1훈육대 -
•지원동기
- 반군지역 봉사활동을 갔다가 평화가 유지되지 못하면 어떤 일이 발생하는지 체감하고 군인이 꼭 필요한 존재라 생각하고 지원하게 됨.



•가족사항
- 양친, 2남 중 장남
•출신지역
- 서울특별시 성동구
•학 력
- Universitas Pelita Harapan 대학교 회계학과 (인도네시아)
•특이사항
- 외국유학 중 3사관학교에 지원/입교
이승준(만24세)
-3훈육대 -
•지원동기
- 어릴 적부터 꿈이었던 장교였고 인도네시아 대학 동기생들에게 한국이
안전하다는 것을 보여주고 싶어 지원함.


4

5

6

7

8

9

10

11

12

13

14

https://youtu.be/A47fYf7TjtA

https://youtu.be/j7Lhxe6boQ4

https://youtu.be/kcSBuuDQsoQ
https://youtu.be/tr5TTb90GP8 +++
&$&$&$&","■x(210.123) 2020.07.23 08:09:42
조회 236 추천 3 댓글 0",추천 3,조회 236,2020.07.23 08:09:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=1346&page=27
